name,0P,15P,-15P,30P,-30P,0V,10V,-10V,15V,-15V,0H,10H,-10H,15H,-15H,L,R
0024_2m_-30P_0V_5H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0030_2m_15P_10V_0H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0054_2m_-15P_0V_-15H_L.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0050_2m_15P_0V_0H_L.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0019_2m_-15P_0V_-10H_L.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0020_2m_15P_0V_10H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0038_2m_-30P_-10V_-5H_R.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0047_2m_-15P_0V_-15H_R.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0036_2m_0P_-10V_10H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
0023_2m_-15P_0V_15H_L.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0042_2m_0P_10V_15H_R.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0042_2m_15P_-10V_0H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
0027_2m_0P_0V_-10H_R.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0008_2m_0P_-10V_15H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0023_2m_-15P_-10V_-15H_R.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1
0049_2m_-30P_0V_-15H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0004_2m_-30P_0V_-10H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0040_2m_-30P_0V_-5H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0051_2m_30P_-10V_0H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
0039_2m_0P_-10V_5H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0017_2m_-30P_0V_-10H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0018_2m_15P_10V_5H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0019_2m_0P_0V_0H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0003_2m_0P_0V_-5H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0027_2m_0P_-10V_10H_R.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
0027_2m_0P_10V_0H_L.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0032_2m_-15P_0V_15H_R.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0040_2m_0P_-10V_0H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
0022_2m_-15P_0V_5H_R.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0042_2m_15P_0V_-5H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0021_2m_-15P_10V_10H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0011_2m_30P_10V_-10H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0019_2m_0P_-10V_15H_R.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
0025_2m_15P_-10V_15H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
0030_2m_30P_-10V_-5H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0007_2m_-30P_-10V_-15H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
0002_2m_30P_10V_-10H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0002_2m_15P_0V_5H_L.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0027_2m_30P_10V_5H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0032_2m_-15P_10V_10H_R.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0051_2m_-30P_0V_-5H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0041_2m_-15P_-10V_-5H_R.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0036_2m_15P_-10V_15H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0040_2m_30P_-10V_0H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
0025_2m_-15P_-10V_-5H_L.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0023_2m_30P_-10V_-5H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0012_2m_15P_10V_-5H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0052_2m_-30P_10V_10H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0013_2m_15P_0V_-5H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0011_2m_0P_-10V_0H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
0029_2m_-30P_-10V_-5H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0014_2m_15P_-10V_5H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0028_2m_-30P_0V_-5H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0041_2m_-30P_10V_10H_R.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0039_2m_30P_-10V_0H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
0049_2m_15P_10V_5H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0037_2m_30P_0V_15H_R.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0001_2m_30P_10V_-5H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0007_2m_30P_-10V_5H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0006_2m_15P_-10V_10H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
0008_2m_15P_0V_15H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0032_2m_30P_10V_-15H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0030_2m_30P_0V_0H_L.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0002_2m_-15P_10V_15H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0030_2m_0P_0V_10H_R.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0033_2m_-15P_10V_5H_R.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0010_2m_-30P_-10V_-10H_R.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1
0015_2m_15P_-10V_10H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
0011_2m_-15P_10V_15H_R.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0021_2m_30P_10V_-15H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0034_2m_-30P_10V_0H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0040_2m_30P_0V_-10H_R.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0012_2m_-30P_0V_5H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0006_2m_15P_10V_0H_L.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0013_2m_-15P_10V_-10H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0011_2m_-15P_0V_-5H_L.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0047_2m_15P_0V_10H_L.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0045_2m_-15P_-10V_10H_L.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
0039_2m_30P_10V_0H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0025_2m_0P_10V_15H_L.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0021_2m_-15P_-10V_10H_R.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
0053_2m_15P_0V_-10H_L.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0034_2m_-30P_-10V_-15H_R.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1
0048_2m_15P_10V_15H_L.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0040_2m_0P_0V_-10H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0053_2m_0P_0V_10H_R.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0009_2m_15P_10V_-10H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0028_2m_15P_-10V_-5H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0039_2m_-15P_-10V_-10H_R.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1
0044_2m_15P_10V_-15H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0001_2m_-30P_10V_-5H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0010_2m_-15P_10V_-15H_R.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0043_2m_-30P_0V_5H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0031_2m_15P_10V_15H_L.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0043_2m_0P_-10V_-5H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0044_2m_0P_10V_0H_L.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0029_2m_30P_0V_10H_L.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0049_2m_-30P_-10V_10H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
0012_2m_-30P_10V_-5H_R.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0007_2m_30P_0V_-15H_R.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0024_2m_0P_10V_-10H_R.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0040_2m_30P_-10V_15H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0022_2m_30P_10V_15H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0039_2m_15P_10V_-15H_L.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0039_2m_30P_0V_-10H_R.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0035_2m_-30P_0V_10H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0055_2m_15P_-10V_-5H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0022_2m_-15P_-10V_15H_L.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0011_2m_0P_0V_-10H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0016_2m_15P_0V_10H_L.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0014_2m_15P_0V_-15H_L.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0046_2m_-15P_-10V_15H_R.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
0046_2m_15P_-10V_-5H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0023_2m_-30P_-10V_-10H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1
0047_2m_0P_-10V_5H_R.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0043_2m_15P_-10V_-5H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0023_2m_-30P_-10V_-5H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0038_2m_-15P_0V_-5H_R.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0025_2m_-15P_0V_0H_L.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0044_2m_15P_0V_-15H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0056_2m_30P_-10V_15H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0047_2m_-30P_-10V_-5H_R.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0027_2m_0P_10V_-5H_L.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0008_2m_30P_-10V_10H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
0050_2m_15P_-10V_-5H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0045_2m_30P_-10V_15H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
0019_2m_-15P_10V_-5H_R.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0004_2m_15P_-10V_-10H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1
0052_2m_-15P_-10V_-15H_R.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1
0017_2m_-30P_10V_-5H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0023_2m_-30P_10V_5H_R.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0020_2m_30P_10V_0H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0013_2m_0P_-10V_-5H_R.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0004_2m_-30P_10V_-5H_R.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0041_2m_15P_10V_-15H_L.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0030_2m_30P_0V_10H_L.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0035_2m_30P_10V_10H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0022_2m_-30P_0V_15H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0038_2m_30P_-10V_15H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0052_2m_15P_10V_-15H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0018_2m_15P_10V_15H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0003_2m_15P_0V_-10H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0016_2m_0P_-10V_5H_R.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0041_2m_-15P_0V_-5H_R.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0026_2m_15P_10V_10H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0048_2m_-30P_-10V_-15H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
0040_2m_0P_0V_15H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0040_2m_30P_0V_5H_R.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0033_2m_0P_10V_-15H_L.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0010_2m_30P_0V_-10H_L.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0008_2m_0P_0V_-10H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0007_2m_15P_-10V_-15H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
0031_2m_0P_0V_0H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0045_2m_-15P_-10V_-10H_L.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1
0024_2m_30P_10V_-15H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0014_2m_-15P_10V_15H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0048_2m_30P_-10V_-5H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0010_2m_15P_-10V_10H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
0001_2m_15P_10V_5H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0015_2m_-30P_0V_0H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0007_2m_-15P_10V_15H_R.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0014_2m_0P_0V_0H_R.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0037_2m_30P_10V_-15H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
0003_2m_15P_-10V_10H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
0027_2m_-30P_-10V_10H_R.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
0051_2m_30P_10V_-5H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0043_2m_-30P_-10V_10H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
0015_2m_30P_-10V_-15H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1
0015_2m_-30P_10V_-10H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0009_2m_-30P_10V_15H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0023_2m_30P_0V_5H_R.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0044_2m_-30P_10V_10H_L.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0047_2m_0P_0V_-15H_R.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
0008_2m_0P_10V_0H_R.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0023_2m_0P_0V_15H_L.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
0044_2m_15P_-10V_5H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0022_2m_0P_10V_10H_R.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0025_2m_-15P_0V_10H_L.jpg,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0040_2m_15P_0V_15H_R.jpg,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
0030_2m_0P_-10V_15H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0028_2m_-15P_-10V_15H_L.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0042_2m_15P_10V_-5H_L.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0026_2m_30P_-10V_-5H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
0040_2m_-30P_-10V_15H_R.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
0010_2m_30P_-10V_0H_L.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
0033_2m_15P_-10V_15H_R.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
0008_2m_0P_-10V_0H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
0024_2m_-30P_-10V_15H_L.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0037_2m_-15P_10V_10H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
0001_2m_-30P_0V_-5H_L.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
0007_2m_30P_10V_-10H_R.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
0019_2m_-15P_10V_-10H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
0050_2m_15P_10V_5H_R.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0034_2m_0P_10V_5H_R.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0035_2m_30P_-10V_-5H_R.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
0024_2m_-15P_10V_0H_L.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
0044_2m_-30P_0V_0H_R.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
0020_2m_15P_-10V_15H_L.jpg,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0049_2m_0P_-10V_15H_L.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0014_2m_30P_10V_-10H_L.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
